SOLD DATE,PROPERTY TYPE,ADDRESS,CITY,STATE,ZIP,PRICE,BEDS,BATHS,LOCATION,SQUARE FEET,LOT SIZE,YEAR BUILT,DAYS ON MARKET,$/SQUARE FEET,HOA/MONTH,STATUS,URL,SOURCE,MLS#,LATITUDE,LONGITUDE
June-29-2017,Single Family Residential,127 Fairway Rd,Brookline,MA,2467,3650000,6,6,Brookline,4766,19120,2016,245,766,,Sold,http://www.redfin.com/MA/Chestnut-Hill/127-Fairway-Rd-02467/home/11507007,MLS PIN,72072141,42.3270295,-71.1544851
July-17-2017,Single Family Residential,72 Fairway Rd,Brookline,MA,2467,1253000,3,2,Brookline,1653,18667,1948,227,758,,Sold,http://www.redfin.com/MA/Chestnut-Hill/72-Fairway-Rd-02467/home/11507099,MLS PIN,72156803,42.3271093,-71.1520101
September-8-2017,Single Family Residential,30 Dudley St,Brookline,MA,2445,2245000,7,4.5,Brookline,4609,18412,1850,174,487,,Sold,http://www.redfin.com/MA/Brookline/30-Dudley-St-02445/home/11491764,MLS PIN,72185366,42.325735,-71.1335023
September-1-2017,Single Family Residential,38 Clyde St,Brookline,MA,2467,3200000,6,5.5,Chestnut Hill,7000,27191,1925,181,457,,Sold,http://www.redfin.com/MA/Chestnut-Hill/38-Clyde-St-02467/home/18816207,MLS PIN,72135803,42.3206671,-71.1409155
,Single Family Residential,14 Sydney St,Boston,MA,2125,1000000,5,2,,2131,5600,1905,,469,,,http://www.redfin.com/MA/Boston/14-Sydney-St-02125/home/9086787,,,42.3121227,-71.0536312
December-4-2017,Single Family Residential,110 Mill St,Framingham,MA,1701,1200000,8,7,Framingham,7925,392040,1887,87,151,,Sold,http://www.redfin.com/MA/Framingham/110-Mill-St-01701/home/67989184,MLS PIN,72201965,42.308226,-71.451211
August-15-2017,Single Family Residential,151 W Shore Rd,Westport,MA,2790,1350000,3,3,Horseneck Beach,3100,46348,1920,198,435,,Sold,http://www.redfin.com/MA/Westport/151-W-Shore-Rd-02790/home/101601481,MLS PIN,72143673,41.4961701,-71.0388444
August-15-2017,Single Family Residential,151 W Shore Rd,Westport,MA,2790,1350000,3,3,Horseneck Beach,3100,46348,1920,198,435,,Sold,http://www.redfin.com/MA/Westport/151-W-Beach-Rd-02790/home/14791917,RIS,1156233,41.496182,-71.0388556
September-8-2017,Single Family Residential,44-C Burroughs St,Boston,MA,2130,1055000,3,2,Pondside,1306,5455,1960,174,808,,Sold,http://www.redfin.com/MA/Boston/44C-Burroughs-St-02130/unit-C/home/142938193,MLS PIN,72198960,42.3128654,-71.1173177
,Single Family Residential,16 Lochstead Ave,Boston,MA,2130,1100000,2,1.5,,1445,7813,1956,,761,,,http://www.redfin.com/MA/Boston/16-Lochstead-Ave-02130/home/9143833,,,42.3175564,-71.113845
August-25-2017,Single Family Residential,57 Orchard St,Boston,MA,2130,2180000,6,4,Pondside,4863,18000,1905,188,448,,Sold,http://www.redfin.com/MA/Boston/57-Orchard-St-02130/home/9139517,MLS PIN,72137698,42.3118839,-71.1202262
November-27-2017,Single Family Residential,2 Park Pl,Boston,MA,2130,1375000,4,3.5,Jamaica Plain,2620,3550,1910,94,525,,Sold,http://www.redfin.com/MA/Boston/2-Park-Pl-02130/home/9144525,MLS PIN,72228304,42.3130478,-71.1148414
April-19-2017,Single Family Residential,105 Rockwood St,Brookline,MA,2445,4200000,7,5.5,Brookline,6479,74392,1907,316,648,,Sold,http://www.redfin.com/MA/Brookline/105-Rockwood-St-02445/home/11493930,MLS PIN,72066601,42.3149301,-71.1306509
,Single Family Residential,148 Downer Ave,Hingham,MA,2043,1575000,3,2,,1390,8438,1964,,1133,,,http://www.redfin.com/MA/Hingham/148-Downer-Ave-02043/home/16359531,,,42.2590936,-70.8968825
October-27-2017,Single Family Residential,47 Harborview Rd,Hull,MA,2045,1300000,4,3,Oceanfront,3998,16780,2002,125,325,,Sold,http://www.redfin.com/MA/Hull/47-Harborview-Rd-02045/home/16365808,MLS PIN,72181632,42.3074204,-70.9070075
June-15-2017,Single Family Residential,191 Downer Ave,Hingham,MA,2043,4286000,4,6,Crow Point,5339,7840,2015,259,803,,Sold,http://www.redfin.com/MA/Hingham/191-Downer-Ave-02043/home/16359749,MLS PIN,72131510,42.2609041,-70.8942351
September-14-2017,Single Family Residential,206 WOMPATUCK Rd,Hingham,MA,2043,1500000,4,4,Crow Point,3941,7840,2017,168,381,,Sold,http://www.redfin.com/MA/Hingham/206-Wompatuck-Rd-02043/home/16360148,MLS PIN,72123332,42.2597122,-70.9127665
October-17-2017,Single Family Residential,18 Ocean View Dr,Hingham,MA,2043,1200000,4,3.5,Hingham,5682,13108,2005,135,211,,Sold,http://www.redfin.com/MA/Hingham/18-Ocean-View-Dr-02043/home/16359694,MLS PIN,72211195,42.2593308,-70.9071003
June-19-2017,Single Family Residential,5 Crehore Dr,Newton,MA,2462,1350000,5,4,Newton,4608,9033,1951,255,293,,Sold,http://www.redfin.com/MA/Newton/5-Crehore-Dr-02462/home/11438509,MLS PIN,72136606,42.3314848,-71.2589946
July-31-2017,Single Family Residential,1 Unity St,Newton,MA,2466,2960125,5,5.5,Auburndale,6056,15412,2017,213,489,,Sold,http://www.redfin.com/MA/Newton/1-Unity-St-02466/home/114087095,MLS PIN,72175258,42.3409117,-71.2461633
September-29-2017,Single Family Residential,166 Oakland St,Wellesley,MA,2481,1200000,4,2.5,Wellesley,2719,48090,1916,153,441,,Sold,http://www.redfin.com/MA/Wellesley/166-Oakland-St-02481/home/8967755,MLS PIN,72160502,42.3086,-71.259019
December-26-2017,Single Family Residential,11 Homsy Ln,Needham,MA,2494,1507000,6,7.5,Needham,6370,10255,2017,65,237,63,Sold,http://www.redfin.com/MA/Unknown/11-Homsy-Ln-02494/home/144113822,MLS PIN,72245585,42.3098582,-71.2421123
September-18-2017,Single Family Residential,192 fuller,Newton,MA,2465,3310000,5,7,Newton,5175,15022,2017,164,640,,Sold,http://www.redfin.com/MA/Newton/192-Fuller-St-02465/home/113145985,MLS PIN,72121261,42.3365016,-71.2277572
December-1-2017,Single Family Residential,5 Homsy Ln,Needham,MA,2494,1495000,5,6.5,Needham,6373,12433,2017,90,235,,Sold,http://www.redfin.com/MA/Unknown/5-Homsy-Ln-02494/home/113865627,MLS PIN,72158996,42.3097012,-71.242304
December-29-2017,Single Family Residential,167 Oakland St,Wellesley,MA,2481,1075000,4,2.5,Wellesley,1960,32618,1970,62,548,,Sold,http://www.redfin.com/MA/Wellesley/167-Oakland-St-02481/home/8967844,MLS PIN,72252172,42.307608,-71.258951
August-15-2017,Single Family Residential,22 Barnstable Rd,Newton,MA,2465,2000000,4,3.5,Newton,3183,12074,1915,198,628,,Sold,http://www.redfin.com/MA/Newton/22-Barnstable-Rd-02465/home/11428933,MLS PIN,72134077,42.3407354,-71.2223384
,Condo/Co-op,9 Thurston Rd #1,Newton,MA,2461,1265000,4,3.5,,2986,,2002,,424,,,http://www.redfin.com/MA/Newton/9-Thurston-Rd-02461/unit-1/home/11501761,,,42.3157797,-71.2167142
June-29-2017,Single Family Residential,19 Neal St,Newton,MA,2462,1500000,5,3.5,Newton Lower Falls,3518,12222,1880,245,426,,Sold,http://www.redfin.com/MA/Newton-Lower-Falls/19-Neal-St-02462/home/11438652,MLS PIN,72162444,42.3301397,-71.2616445
December-15-2017,Single Family Residential,118 Windermere,Newton,MA,2466,1282500,4,3.5,Auburndale,3320,10635,1905,76,386,,Sold,http://www.redfin.com/MA/Auburndale/118-Windermere-Rd-02466/home/11439904,MLS PIN,72245908,42.3414748,-71.240394
June-23-2017,Single Family Residential,1816 Commonwealth Ave,Newton,MA,2466,1865000,5,6,Newton,4689,17870,2017,251,398,,Sold,http://www.redfin.com/MA/Auburndale/1816-Commonwealth-Ave-02466/home/11439918,MLS PIN,72129432,42.342194,-71.240623
,Single Family Residential,63 Bowdoin St,Newton Highlands,MA,2461,1135000,7,3.5,,2664,12087,1900,,426,,,http://www.redfin.com/MA/Newton-Highlands/63-Bowdoin-St-02461/home/11447903,,,42.3216515,-71.2110146
August-24-2017,Single Family Residential,40 Chester St,Newton,MA,2461,1410000,5,2,Newton Highlands,3987,14970,1900,189,354,,Sold,http://www.redfin.com/MA/Newton-Highlands/40-Chester-St-02461/home/11448032,MLS PIN,72200070,42.322713,-71.209688
June-27-2017,Single Family Residential,40 Helene Rd,Newton,MA,2468,1450000,4,3,Newton,2400,9870,1950,247,604,,Sold,http://www.redfin.com/MA/Waban/40-Helene-Rd-02468/home/11450514,MLS PIN,72151088,42.3345274,-71.2203428
December-14-2017,Single Family Residential,33 Plainfield St,Newton,MA,2468,2275000,5,6.5,Newton,4108,9873,1930,77,554,,Sold,http://www.redfin.com/MA/Waban/33-Plainfield-St-02468/home/11451722,MLS PIN,72234587,42.3267193,-71.2247053
September-7-2017,Single Family Residential,163 Moffat,Newton,MA,2468,1901000,4,2.5,Waban,3189,11803,1920,175,596,,Sold,http://www.redfin.com/MA/Waban/163-Moffat-Rd-02468/home/11452131,MLS PIN,72177566,42.330366,-71.2293461
,Single Family Residential,57 Lawmarissa Rd,Waban,MA,2468,1175000,4,3.5,,2358,10000,1956,,498,,,http://www.redfin.com/MA/Waban/57-Lawmarissa-Rd-02468/home/11452250,,,42.330549,-71.228173
September-29-2017,Single Family Residential,222 Winslow Rd,Newton,MA,2468,1065000,4,1.5,Newton,2115,11700,1927,153,504,,Sold,http://www.redfin.com/MA/Waban/222-Winslow-Rd-02468/home/11453585,MLS PIN,72182007,42.3234669,-71.2193219
August-21-2017,Single Family Residential,130 Beethoven Ave,Newton,MA,2468,2375000,6,5.5,Waban,5048,10000,2014,192,470,,Sold,http://www.redfin.com/MA/Waban/130-Beethoven-Ave-02468/home/11453691,MLS PIN,72165977,42.3262012,-71.219229
October-4-2017,Single Family Residential,74 Puritan Rd,Newton,MA,2468,1300000,4,2,Waban,1911,11464,1934,148,680,,Sold,http://www.redfin.com/MA/Waban/74-Puritan-Rd-02468/home/11453718,MLS PIN,72221101,42.3272818,-71.2179296
August-18-2017,Single Family Residential,15 Metacomet Rd,Newton,MA,2468,1925000,4,4,Waban,3868,12545,1920,195,498,,Sold,http://www.redfin.com/MA/Waban/15-Metacomet-Rd-02468/home/11455922,MLS PIN,72153182,42.3294445,-71.2392772
December-11-2017,Single Family Residential,8 Winnetaska Rd,Newton,MA,2468,1600000,5,5.5,Wonderful Waban,3948,13748,1950,80,405,,Sold,http://www.redfin.com/MA/Waban/8-Winnetaska-Rd-02468/home/11455973,MLS PIN,72235174,42.3284983,-71.2381866
,Single Family Residential,1784 Beacon St,Waban,MA,2468,1750000,6,3.5,,3739,35279,1915,,468,,,http://www.redfin.com/MA/Waban/1784-Beacon-St-02468/home/11456479,,,42.3268077,-71.23698
March-23-2017,Single Family Residential,142 Neshobe Rd,Newton,MA,2468,2300000,6,5,Waban,5893,40681,1923,343,390,,Sold,http://www.redfin.com/MA/Waban/142-Neshobe-Rd-02468/home/11456865,MLS PIN,72061792,42.3269278,-71.2450052
February-9-2018,Single Family Residential,143 Neshobe Rd,Newton,MA,2468,3500000,6,7,Waban,7300,17401,2017,20,479,,Sold,http://www.redfin.com/MA/Waban/143-Neshobe-Rd-02468/home/11456927,MLS PIN,72148411,42.3263373,-71.245078
December-1-2017,Single Family Residential,52 Rokeby Rd,Newton,MA,2468,2265000,5,5.5,Waban,5849,15618,2017,90,387,,Sold,http://www.redfin.com/MA/Waban/52-Rokeby-Rd-02468/home/11457320,MLS PIN,72178744,42.3224684,-71.2426496
August-24-2017,Single Family Residential,162 Waban Ave,Newton,MA,2648,1300000,4,2.5,Waban,2228,14810,1902,189,583,,Sold,http://www.redfin.com/MA/Waban/162-Waban-Ave-02468/home/11457440,MLS PIN,72173721,42.3237968,-71.2377458
March-24-2017,Single Family Residential,110 Waban Ave,Newton,MA,2468,1665000,4,2.5,Waban,2933,12880,1930,342,568,,Sold,http://www.redfin.com/MA/Waban/110-Waban-Ave-02468/home/11457473,MLS PIN,72115272,42.3244257,-71.2357503
December-1-2017,Single Family Residential,400 Waban Ave,Newton,MA,2468,1320000,3,3.5,waban,2071,12854,1939,90,637,,Sold,http://www.redfin.com/MA/Waban/400-Waban-Ave-02468/home/11495507,MLS PIN,72226903,42.3268488,-71.2474446
February-15-2018,Single Family Residential,44 Brush Hill Rd,Newton,MA,2461,1589000,4,3,Newton,3995,14280,1938,14,398,,Sold,http://www.redfin.com/MA/Newton-Highlands/44-Brush-Hill-Rd-02461/home/11488743,MLS PIN,72222949,42.3102093,-71.2051205
June-16-2017,Single Family Residential,22 Dunedin Rd,Wellesley,MA,2481,1545000,5,4.5,Wellesley,4600,10880,2016,258,336,,Sold,http://www.redfin.com/MA/Wellesley-Hills/22-Dunedin-Rd-02481/home/8963206,MLS PIN,72162616,42.3112804,-71.2422008
July-31-2017,Single Family Residential,29 Hunnewell St,Wellesley,MA,2481,1390000,5,5.5,Wellesley,3835,58277,2000,213,362,,Sold,http://www.redfin.com/MA/Wellesley-Hills/29-Hunnewell-St-02481/home/11724419,MLS PIN,72141447,42.3100062,-71.2460989
October-2-2017,Single Family Residential,1 Jackson Rd,Wellesley,MA,2481,1362500,5,4.5,Sheridan Hills,3623,16447,1943,150,376,,Sold,http://www.redfin.com/MA/Wellesley-Hills/1-Jackson-Rd-02481/home/8964842,MLS PIN,72173706,42.3088345,-71.2532453
June-30-2017,Single Family Residential,14 Jackson Rd,Wellesley,MA,2481,2150000,4,4.5,Wellesley Hills,5900,15296,2017,244,364,,Sold,http://www.redfin.com/MA/Wellesley-Hills/14-Jackson-Rd-02481/home/8964859,MLS PIN,72159428,42.3079498,-71.25241
,Single Family Residential,26 Jefferson Rd,Wellesley Hills,MA,2481,2450000,5,5.5,,4631,20780,2017,,529,,,http://www.redfin.com/MA/Wellesley-Hills/26-Jefferson-Rd-02481/home/8964973,,,42.3087123,-71.2503218
November-1-2017,Single Family Residential,58 Fiske Rd,Wellesley,MA,2481,1400000,4,2.5,Wellesley,2700,16583,1950,120,519,,Sold,http://www.redfin.com/MA/Wellesley-Hills/58-Fiske-Rd-02481/home/8965481,MLS PIN,72233634,42.3194588,-71.2540806
December-4-2017,Single Family Residential,60 Thackeray Rd,Wellesley,MA,2481,1415000,4,3.5,Poet's Corner,3267,23146,1948,87,433,,Sold,http://www.redfin.com/MA/Wellesley-Hills/60-Thackeray-Rd-02481/home/8965763,MLS PIN,72228032,42.3159826,-71.2552871
December-8-2017,Single Family Residential,69 Standish Cir,Wellesley,MA,2481,1228500,4,3,Wellesley,2594,18213,1958,83,474,,Sold,http://www.redfin.com/MA/Wellesley-Hills/69-Standish-Cir-02481/home/8965934,MLS PIN,72226989,42.3098999,-71.2569113
,Single Family Residential,48 Whittier Rd,Wellesley Hills,MA,2481,1675000,4,2.5,,3235,14015,1932,,518,,,http://www.redfin.com/MA/Wellesley-Hills/48-Whittier-Rd-02481/home/8967077,,,42.3181709,-71.2589994
February-7-2018,Single Family Residential,26 Priscilla Cir,Wellesley,MA,2481,2275000,6,5.5,Wellesley,7418,15300,2007,22,307,,Sold,http://www.redfin.com/MA/Wellesley-Hills/26-Priscilla-Cir-02481/home/11831332,MLS PIN,72254192,42.3098594,-71.259234
September-26-2017,Single Family Residential,19 Washburn Ave,Wellesley,MA,2481,1762500,4,5,Wellesley,4500,18020,2017,156,392,,Sold,http://www.redfin.com/MA/Wellesley-Hills/19-Washburn-Ave-02481/home/8968602,MLS PIN,72162586,42.318653,-71.2622941
August-8-2017,Single Family Residential,12 Longfellow,Wellesley,MA,2481,1525000,4,3.5,Poets' Corner,3368,34080,1910,205,453,,Sold,http://www.redfin.com/MA/Wellesley/12-Longfellow-Rd-02481/home/8968609,MLS PIN,72141787,42.3185231,-71.2636166
January-26-2018,Single Family Residential,4 Bradford Rd,Newton,MA,2461,2400000,5,4,Newton Highlands,5074,9569,1899,34,473,,Sold,http://www.redfin.com/MA/Newton/4-Bradford-Rd-02461/home/11454749,MLS PIN,72212574,42.3231456,-71.2158876
August-7-2017,Single Family Residential,85 Cornell St,Newton,MA,2462,1102500,4,4,Newton Lower Falls,3457,21612,1890,206,319,,Sold,http://www.redfin.com/MA/Newton/85-Cornell-St-02462/home/11439028,MLS PIN,72162185,42.3295249,-71.2593243
February-20-2018,Single Family Residential,57 Dorset Rd,Newton,MA,2468,1468000,6,4.5,Newton,4329,19992,1926,9,339,,Sold,http://www.redfin.com/MA/Waban/57-Dorset-Rd-02468/home/11456184,MLS PIN,72247790,42.3285776,-71.2355488
February-2-2018,Single Family Residential,60 Dwhinda Rd,Newton,MA,2468,1045000,3,2.5,Newton,2773,6044,1945,27,377,,Sold,http://www.redfin.com/MA/Waban/60-Dwhinda-Rd-02468/home/11457115,MLS PIN,72244576,42.3221904,-71.2451708
January-31-2018,Single Family Residential,71 Standish Rd,Wellesley,MA,2481,1135000,4,2.5,Wellesley,2396,15089,1941,29,474,,Sold,http://www.redfin.com/MA/Wellesley/71-Standish-Rd-02481/home/8967781,MLS PIN,72255682,42.3093093,-71.258257
February-26-2018,Single Family Residential,1691 COMMONWEALTH Ave,Newton,MA,2465,1580000,4,3.5,West Newton Hill,3174,11820,1929,3,498,,Sold,http://www.redfin.com/MA/Newton/1691-Commonwealth-Ave-02465/home/11428263,MLS PIN,72245305,42.340111,-71.2362143
February-28-2018,Single Family Residential,190 Oakland St,Wellesley,MA,2481,1342500,4,3.5,Wellesley,3877,17949,1952,1,346,,Sold,http://www.redfin.com/MA/Wellesley/190-Oakland-St-02481/home/8966151,MLS PIN,72202682,42.309072,-71.256149
February-28-2018,Single Family Residential,15 MONTCLAIR Rd,Newton,MA,2468,1300000,5,4,Near Waban Sq,3580,15180,1950,1,363,,Sold,http://www.redfin.com/MA/Newton/15-Montclair-Rd-02468/home/11452299,MLS PIN,72255852,42.3292208,-71.227629
February-28-2018,Single Family Residential,224 Lincoln St,Newton,MA,2461,1100000,4,2.5,Newton Highlands,3284,6600,1910,1,335,,Sold,http://www.redfin.com/MA/Newton-Highlands/224-Lincoln-St-02461/home/11455269,MLS PIN,72252445,42.3197244,-71.2156555
March-28-2017,Single Family Residential,664 Greendale Ave,Needham,MA,2492,1200000,4,4,Needham,5142,37167,1997,338,233,,Sold,http://www.redfin.com/MA/Needham/664-Greendale-Ave-02492/home/8901515,MLS PIN,72110213,42.2852204,-71.2091486
June-8-2017,Single Family Residential,38 Fuller Rd,Needham,MA,2492,1055000,3,2,Needham,2042,7405,2010,266,517,,Sold,http://www.redfin.com/MA/Needham/38-Fuller-Rd-02492/home/8898254,MLS PIN,72138624,42.2747942,-71.212484
June-8-2017,Single Family Residential,105 Livingston Cir,Needham,MA,2492,1175000,4,2.5,Needham,3000,11326,1954,266,392,,Sold,http://www.redfin.com/MA/Needham/105-Livingston-Cir-02492/home/8899257,MLS PIN,72148105,42.2710024,-71.2174991
July-31-2017,Single Family Residential,45 Mann Ave,Needham,MA,2492,1540000,5,3.5,Broadmeadow Area,4307,10454,2008,213,358,,Sold,http://www.redfin.com/MA/Needham/45-Mann-Ave-02492/home/8897144,MLS PIN,72173889,42.2747089,-71.2063754
August-14-2017,Single Family Residential,46 ROCKWOOD Ln,Needham,MA,2492,1744000,5,5,Rockwood Lane,4500,10081,2017,199,388,,Sold,http://www.redfin.com/MA/Needham/46-Rockwood-Ln-02492/home/113187056,MLS PIN,72137702,42.2805693,-71.2101592
October-13-2017,Single Family Residential,24 Fuller Rd,Needham,MA,2492,1803750,5,4.5,Needham,5858,12197,2017,139,308,,Sold,http://www.redfin.com/MA/Needham/24-Fuller-Rd-02492/home/8898265,MLS PIN,72163851,42.2744253,-71.2121484
November-16-2017,Single Family Residential,55 ROCKWOOD Ln,Needham,MA,2492,1899000,6,6,ROCKWOOD LANE ESTATES,5850,11684,2017,105,325,300,Sold,http://www.redfin.com/MA/Needham/55-Rockwood-Ln-02492/home/143707510,MLS PIN,72224336,42.2805695,-71.2104046
,Single Family Residential,19 Fairfield St,Needham,MA,2492,1150000,4,2.5,,2695,9148,1948,,427,,,http://www.redfin.com/MA/Needham/19-Fairfield-St-02492/home/11713811,,,42.2722105,-71.2062343
December-1-2017,Single Family Residential,12 Cove Ledge Ln,Gloucester,MA,1930,1150000,3,3,Magnolia,2700,6860,1950,90,426,,Sold,http://www.redfin.com/MA/Gloucester/12-Cove-Ledge-Ln-01930/home/11299574,MLS PIN,72171910,42.5731772,-70.7134786
July-31-2017,Single Family Residential,3 Lufkin Point Rd,Essex,MA,1929,1395000,3,3.5,Essex,5168,109771,2006,213,270,,Sold,http://www.redfin.com/MA/Essex/3-Lufkin-Point-Rd-01929/home/12419140,MLS PIN,72159241,42.6414868,-70.744769
,Single Family Residential,6 Royal St,Stoneham,MA,2180,1180000,5,4,,2176,6250,1920,,542,,,http://www.redfin.com/MA/Stoneham/6-Royal-St-02180/home/11454773,,,42.4880707,-71.1036073
November-9-2017,Single Family Residential,66 Bridge St,Manchester,MA,1944,2625000,6,5,Manchester,7827,47728,2003,112,335,,Sold,http://www.redfin.com/MA/Manchester-by-the-Sea/66-Bridge-St-01944/home/11334716,MLS PIN,72190975,42.5707957,-70.7784807
November-9-2017,Single Family Residential,87 Bridge St,Manchester,MA,1944,1600000,4,3,Manchester,3631,240105,1900,112,441,,Sold,http://www.redfin.com/MA/Manchester-by-the-Sea/87-Bridge-St-01944/home/11766015,MLS PIN,72229493,42.572256,-70.783952
August-14-2017,Single Family Residential,27 Harbor St,Manchester,MA,1944,2200000,3,3,Manchester by-the-Sea Sunsest Hill,3653,51534,1949,199,602,,Sold,http://www.redfin.com/MA/Manchester-by-the-Sea/27-Harbor-St-01944/home/8274183,MLS PIN,71893150,42.5670537,-70.7854458
July-10-2017,Single Family Residential,17 University Ln,Manchester,MA,1944,1825000,4,4.5,Manchester,6407,147366,1970,234,285,,Sold,http://www.redfin.com/MA/Manchester-by-the-Sea/17-University-Ln-01944/home/8272050,MLS PIN,72026050,42.582906,-70.7278835
August-31-2017,Single Family Residential,383 SUMMER St,Manchester,MA,1944,2050000,4,5.5,Manchester,5812,52841,1955,182,353,,Sold,http://www.redfin.com/MA/Manchester-by-the-Sea/383-Summer-St-01944/home/8272279,MLS PIN,71972528,42.5825883,-70.7365159
June-27-2017,Single Family Residential,10 Hillside Rd,Westport,MA,2790,1800000,4,4.5,Acoaxet,4816,70888,1999,247,374,,Sold,http://www.redfin.com/MA/Westport/10-Hillside-Rd-02790/home/14791364,MLS PIN,72021433,41.5058949,-71.108685
