id	name	year	rating	runtime	genre	earnings_rank
49408	King and I, The	1956	G	133	V,C,D,F,L,R	\N
49456	Lust for Life	1956	\N	122	D	\N
49966	Written on the Wind	1956	\N	99	D	\N
48028	East of Eden	1955	\N	115	D	\N
48356	Marty	1955	\N	91	C,D,R	\N
48380	Mister Roberts	1955	\N	123	C,D,W	\N
48563	Rose Tattoo, The	1955	\N	117	D,R	\N
46754	Barefoot Contessa, The	1954	\N	128	D	\N
46874	Country Girl, The	1954	\N	104	D	\N
47296	On the Waterfront	1954	\N	108	D,R	\N
45793	From Here to Eternity	1953	\N	118	D,R,W	\N
46250	Roman Holiday	1953	\N	118	C,D,R	\N
46359	Stalag 17	1953	\N	120	C,D,W	\N
44391	Bad and the Beautiful, The	1952	\N	118	D	\N
44509	Come Back, Little Sheba	1952	\N	99	D	\N
44672	Greatest Show on Earth, The	1952	\N	152	D,F,R	\N
44706	High Noon	1952	\N	85	T,E	\N
45061	Quiet Man, The	1952	\N	129	C,D,R	\N
45296	Viva Zapata!	1952	\N	113	D	\N
43265	African Queen, The	1951	\N	105	V,C,R,W	\N
43278	American in Paris, An	1951	\N	113	L,R	\N
43924	Place in the Sun, A	1951	\N	122	D,R	\N
44081	Streetcar Named Desire, A	1951	\N	122	D	\N
42192	All About Eve	1950	\N	138	D	\N
42276	Born Yesterday	1950	\N	103	C,D	\N
42367	Cyrano de Bergerac	1950	\N	112	D	\N
42546	Harvey	1950	\N	104	C,F,Y	\N
41113	All the King's Men	1949	\N	109	D	\N
41452	Heiress, The	1949	\N	115	D,R	\N
41587	Letter to Three Wives, A	1949	\N	103	C,D	\N
41996	Twelve O'Clock High	1949	\N	132	D,W	\N
40416	Hamlet	1948	\N	155	D,R,T	\N
40495	Johnny Belinda	1948	\N	102	D	\N
40506	Key Largo	1948	\N	101	D,T	\N
40897	Treasure of the Sierra Madre, The	1948	\N	126	V,D	\N
39335	Double Life, A	1947	\N	104	D	\N
39370	Farmer's Daughter, The	1947	\N	97	C	\N
39416	Gentleman's Agreement	1947	\N	118	D,R	\N
39628	Miracle on 34th Street	1947	\N	96	C,D,F,Y,R	\N
36868	Best Years of Our Lives, The	1946	\N	172	D,R	\N
38873	Razor's Edge, The	1946	\N	146	D	\N
39040	To Each His Own	1946	\N	122	D	\N
37884	Lost Weekend, The	1945	\N	101	D	\N
37913	Mildred Pierce	1945	\N	111	D,M,R	\N
38190	Tree Grows in Brooklyn, A	1945	\N	128	D	\N
36855	Gaslight	1944	\N	114	M,T	\N
36872	Going My Way	1944	\N	130	C,D	\N
37120	National Velvet	1944	G	123	D,F	\N
37135	None But the Lonely Heart	1944	\N	113	D	\N
35896	For Whom the Bell Tolls	1943	\N	170	V,D,R,W	\N
36172	More the Merrier, The	1943	\N	104	C	\N
36377	Song of Bernadette, The	1943	\N	156	D	\N
36515	Watch on the Rhine	1943	\N	114	D	\N
34583	Casablanca	1942	PG	102	D,R	\N
33774	Johnny Eager	1942	\N	107	D,R	\N
35093	Mrs. Miniver	1942	\N	134	D,R,W	\N
35575	Yankee Doodle Dandy	1942	\N	126	D	\N
33677	Great Lie, The	1941	\N	108	D	\N
33729	How Green Was My Valley	1941	\N	118	D,R	\N
34167	Sergeant York	1941	\N	134	D,W	\N
34248	Suspicion	1941	\N	99	M,T	\N
32551	Grapes of Wrath, The	1940	\N	128	D	\N
32671	Kitty Foyle: The Natural History of a Woman	1940	\N	108	D	\N
32904	Philadelphia Story, The	1940	\N	112	C,R	\N
32976	Rebecca	1940	\N	130	D,M,R,T	\N
33253	Westerner, The	1940	\N	100	E	\N
31385	Goodbye, Mr. Chips	1939	\N	114	D	\N
31971	Stagecoach	1939	\N	96	A,D,R,E	\N
29942	Boys Town	1938	\N	96	D	\N
30287	Jezebel	1938	\N	103	D	\N
30317	Kentucky	1938	\N	95	D,R	\N
30993	You Can't Take It with You	1938	\N	126	C,R	\N
28597	Awful Truth, The	1937	\N	91	C,R	\N
28691	Captains Courageous	1937	\N	115	V,D	\N
28944	Good Earth, The	1937	\N	138	D	\N
29047	In Old Chicago	1937	\N	96	A,D,L	\N
29146	Life of Emile Zola, The	1937	\N	116	D	\N
27300	Anthony Adverse	1936	\N	141	V,R	\N
27459	Come and Get It	1936	\N	99	D	\N
27698	Great Ziegfeld, The	1936	\N	176	L	\N
27996	Mr. Deeds Goes to Town	1936	\N	115	C	\N
26261	Dangerous	1935	\N	79	D	\N
26529	Informer, The	1935	\N	91	D	\N
26752	Mutiny on the Bounty	1935	\N	132	V,D	\N
28313	Story of Louis Pasteur, The	1935	\N	87	D	\N
25316	It Happened One Night	1934	\N	105	V,C,R	\N
23876	Cavalcade	1933	\N	110	D	\N
24353	Morning Glory	1933	\N	74	D	\N
24473	Private Life of Henry VIII., The	1933	\N	97	D	\N
22958	Grand Hotel	1932	\N	112	D	\N
21635	Bad Girl	1931	\N	90	D	\N
21730	Champ, The	1931	\N	87	D	\N
21746	Cimarron	1931	\N	131	D,E	\N
21885	Free Soul, A	1931	\N	91	D	\N
22386	Sin of Madelon Claudet, The	1931	\N	75	D	\N
22397	Skippy	1931	\N	85	C,D,F	\N
21148	Min and Bill	1930	\N	66	C,D	\N
19729	Broadway Melody, The	1929	\N	110	L	\N
19788	Coquette	1929	\N	76	D	\N
19824	Divine Lady, The	1929	\N	99	D	\N
20018	In Old Arizona	1929	\N	95	E	\N
19071	Last Command, The	1928	\N	85	V,D	\N
18379	Seventh Heaven	1927	\N	110	D,R	\N
18515	Two Arabian Knights	1927	\N	90	C,R	\N
18578	Wings	1927	\N	139	A,D,R,W	\N
